1.23939609037665,0.0258137270071376,0.00360334304533009,0.039465171849817,0.111605681364952,0.097701123226218,0.085494631217623,0.0878927943801352,0.113357757321456,0.0886457061703451,0.0463138702521352,0.0252044208960139,0.0109636887584344,0.0313484645738857,0,0
0.0100859619788617,3.34088236434955,0.162828706585741,0.072605622032215,0.0555264431232032,0.103002301374735,0.245215699024197,0.202308072640095,0.247200464669863,0.134679146120679,0.254161143401215,0.128655321103557,0.0166482092891855,0.00584775397125432,0,0.0106548825836784
0,0.0258835302038348,3.05074019485521,0.305214699240616,0.0243569698431859,0.0209106441289057,0.0856176036969161,0.16802230832718,0.224838738928539,0.177410929684125,0.11004739710746,0.0396239240650611,0.0435093972525933,0.0268898000846753,0.0254516080208132,0
0,0.15294540795961,0.15450683879923,2.47862738867225,0.0797060021176646,0.063694660135623,0.0615502856315594,0.20482610855887,0.248644053012296,0.117816072863835,0.151903805976133,0.0643682121349071,0.0257504209416819,0,0,0
0.160581497027566,0,0,0.137317204403244,0.201174916499267,0.0528789238637673,0.0169751605315103,0.0274240282161777,0.023808597425822,0,0.00848670858245783,0.0176672770695619,0.0283300186888879,0,0,0
0.0716687025484942,0.0447929390928089,0,0.145524996645795,0.025232247313437,0.0589172809312608,0.0168425168089119,0,0.00838973050452509,0,0,0.00845278630438681,0.0169055726087736,0,0,0
0.0991397094993732,0,0.415439383962189,0.0112749261531788,0.0348774984406796,0.0194933569093935,0.00974667845469673,0.00974667845469673,0,0,0,0.00974667845469673,0,0,0,0
0.294856436896603,0.0929897682763465,0.569789851153924,0.0749272520097344,0.0434178642843711,0.0144014943202313,0.0134886948342913,0.00631189155353209,0,0,0,0,0,0.00631189155353209,0,0
0,0,0.00950487240034146,0.17723967259878,0,0,0,0,0,0,0,0,0,0,0,0
0.0396980383501222,0.104451462407242,0.222894741403565,0.430408665145665,0.0111943336660244,0.0198490191750611,0.00992450958753056,0,0.0111943336660244,0,0,0,0,0,0,0
0.0545032641301674,0.0817548961952511,0,0.0321139673406748,0.0657612924795131,0.00993797688114307,0.0198759537622861,0.00993797688114307,0,0,0,0,0,0,0,0
0.203899929806759,0.0561919261865673,0.186020554156114,0.0686971632524758,0.0732933511011273,0.0371190594623457,0,0.00776891561435239,0.00473422933740485,0.00473422933740485,0,0.00907808328188373,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
