location,primary_contact_source,contact_sources,population_source
India_Chhattisgarh,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Daman_and_Diu,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Goa,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Gujarat,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Haryana,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Himachal_Pradesh,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Jammu_and_Kashmir,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Jharkhand,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Karnataka,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Kerala,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Madhya_Pradesh,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Maharashtra,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Manipur,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Meghalaya,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Mizoram,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Nagaland,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Nct_of_Delhi,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Odisha,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Puducherry,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Punjab,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Rajasthan,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Sikkim,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Tamil_Nadu,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Tripura,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Uttar_Pradesh,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_Uttarakhand,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
India_West_Bengal,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Indonesia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Iran,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Iraq,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Ireland,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Israel,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Italy,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Jamaica,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Japan,mistry_2021,mistry_2021|prem_2017,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Aichi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Akita-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Aomori-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Chiba-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Ehime-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Fukui-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Fukuoka-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Fukushima-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Gifu-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Gumma-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Hiroshima-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Hokkaido,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Hyogo-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Ibaraki-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Ishikawa-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Iwate-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kagawa-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kagoshima-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kanagawa-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kochi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kumamoto-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Kyoto-fu,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Mie-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Miyagi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Miyazaki-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Nagano-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Nagasaki-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Nara-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Niigata-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Oita-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Okayama-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Okinawa-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Osaka-fu,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Saga-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Saitama-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Shiga-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Shimane-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Shizuoka-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Tochigi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Tokushima-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Tokyo-to,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Tottori-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Toyama-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Wakayama-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Yamagata-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Yamaguchi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Japan_Yamanashi-ken,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Jordan,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Kazakhstan,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Kenya,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Kiribati,prem_2017,prem_2017,https://population.un.org/wpp/
Kuwait,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Kyrgyzstan,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Laos,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Latvia,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Lebanon,prem_2017,prem_2017,https://population.un.org/wpp/
Lesotho,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Liberia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Libya,prem_2021,prem_2021,https://population.un.org/wpp/
Lithuania,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Luxembourg,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Macao,prem_2021,prem_2021,https://population.un.org/wpp/
Madagascar,prem_2021,prem_2021,https://population.un.org/wpp/
Malawi,prem_2021,prem_2021,https://population.un.org/wpp/
Malaysia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Maldives,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Mali,prem_2021,prem_2021,https://population.un.org/wpp/
Malta,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Mauritania,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Mauritius,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Mexico,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Moldova,prem_2021,prem_2021,https://population.un.org/wpp/
Monaco,prem_2017,prem_2017,https://population.un.org/wpp/
Mongolia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Montenegro,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Morocco,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Mozambique,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Myanmar,prem_2021,prem_2021,https://population.un.org/wpp/
Namibia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Nepal,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Netherlands,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
New_Zealand,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Nicaragua,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Niger,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Nigeria,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
North_Korea,prem_2021,prem_2021,https://population.un.org/wpp/
North_Macedonia,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Norway,mistry_2021,mistry_2021|prem_2021,https://population.un.org/wpp/
Oman,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Pakistan,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Palestine,prem_2021,prem_2021,https://population.un.org/wpp/
Panama,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Papua_New_Guinea,prem_2021,prem_2021,https://population.un.org/wpp/
Paraguay,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Peru,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Philippines,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Poland,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Portugal,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Puerto_Rico,mistry_2021,mistry_2021|prem_2021,https://population.un.org/wpp/
Qatar,prem_2021,prem_2021|prem_2017,https://population.un.org/wpp/
Romania,mistry_2021,mistry_2021|prem_2021|prem_2017,https://population.un.org/wpp/
Russia,mistry_2021,mistry_2021|prem_2021|prem_2017,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Adygea,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Altai_Krai,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Altai_Republic,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Amur_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Arkhangelsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Astrakhan_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Bashkortostan,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Belgorod_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Bryansk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Buryatia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chechnya,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chelyabinsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chukotka,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Chuvashia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Dagestan,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ingushetia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Irkutsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Ivanovo_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Jewish_Autonomous_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kabardino_Balkaria,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kaliningrad_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kalmykia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kaluga_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kamchatka_Krai,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Karachay_Cherkessia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Karelia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kemerovo_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khabarovsk_Krai,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khakassia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Khanty_Mansi_Autonomous_Okrug,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kirov_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Komi_Republic,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kostroma_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Krasnodar_Krai,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Krasnoyarsk_Krai,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kurgan_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Kursk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Leningrad_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Lipetsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Magadan_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Mari_El,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Mordovia,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Moscow,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Moscow_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Murmansk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Nenets_Autonomous_Okrug,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Nizhny_Novgorod_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_North_Ossetia_Alania,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Novgorod_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Novosibirsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Omsk_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
Russia_Orenburg_Oblast,mistry_2021,mistry_2021,https://github.com/mobs-lab/mixing-patterns/tree/main/data/population_rescaled_age_distributions
